state,district,village,scheme,allocated_fund,used_fund,year,work_type
Uttar Pradesh,Meerut,Noorpur,NRLM,3738818,233953,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Kavi Nagar,Swachh Bharat,3985564,3969468,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,2349516,611081,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dhaulana,NRLM,2408454,2331163,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,3937432,891925,2022-2023,Water Supply
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,4254627,3694329,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Chhapraula,MGNREGA,2662835,1848425,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,PMAY-G,1395809,338271,2023-2024,Water Supply
Uttar Pradesh,Hapur,Loni Dehat,Jal Jeevan Mission,2678447,1962743,2024-2025,Sanitation
Uttar Pradesh,Meerut,Kavi Nagar,Swachh Bharat,1983756,255386,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,752122,721994,2023-2024,Housing
Uttar Pradesh,Hapur,Pilkhuwa,MGNREGA,1787719,691565,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Sikandrabad,MGNREGA,3771981,3686130,2024-2025,Water Supply
Uttar Pradesh,Noida,Khoda,NRLM,1645169,358298,2022-2023,Housing
Uttar Pradesh,Meerut,Muradnagar Village,PMAY-G,4137598,2578825,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,3466044,971747,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,MGNREGA,626259,591259,2023-2024,Livelihood
Uttar Pradesh,Hapur,Dasna,MGNREGA,1359921,1065240,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dhaulana,PMAY-G,4826002,3699021,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Jal Jeevan Mission,2842146,1503618,2024-2025,Livelihood
Uttar Pradesh,Hapur,Dadri,NRLM,1621493,1219000,2024-2025,Road Construction
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,4738004,4497808,2023-2024,Water Supply
Uttar Pradesh,Meerut,Garhmukteshwar,MGNREGA,2863366,947198,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Kavi Nagar,Jal Jeevan Mission,4796192,1254669,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,Jal Jeevan Mission,3357661,2133993,2024-2025,Water Supply
Uttar Pradesh,Noida,Dhaulana,Jal Jeevan Mission,829972,818405,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Dadri,MGNREGA,3037397,2145564,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Noorpur,Swachh Bharat,1206903,952989,2023-2024,Livelihood
Uttar Pradesh,Noida,Chhapraula,PMAY-G,4878139,3788960,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dadri,MGNREGA,2873098,1775826,2023-2024,Road Construction
Uttar Pradesh,Hapur,Dasna,Swachh Bharat,3922833,1830503,2022-2023,Housing
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,3398650,1347176,2023-2024,Road Construction
Uttar Pradesh,Hapur,Kavi Nagar,Swachh Bharat,2706730,2095505,2022-2023,Road Construction
Uttar Pradesh,Noida,Sikandrabad,MGNREGA,2017991,1252656,2024-2025,Livelihood
Uttar Pradesh,Meerut,Dadri,PMAY-G,2009587,369874,2023-2024,Livelihood
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,2238357,1712151,2023-2024,Livelihood
Uttar Pradesh,Meerut,Garhmukteshwar,PMAY-G,3841524,2787463,2022-2023,Livelihood
Uttar Pradesh,Meerut,Pilkhuwa,PMAY-G,1622173,1469316,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Noorpur,NRLM,4978333,3659475,2022-2023,Housing
Uttar Pradesh,Hapur,Modinagar Rural,Jal Jeevan Mission,2940038,222692,2022-2023,Sanitation
Uttar Pradesh,Hapur,Behrampur,Jal Jeevan Mission,1423520,244072,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Behrampur,Jal Jeevan Mission,1833706,516658,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,1527603,982637,2023-2024,Housing
Uttar Pradesh,Hapur,Behrampur,PMAY-G,3360778,546819,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Behrampur,MGNREGA,3581677,2258192,2024-2025,Livelihood
Uttar Pradesh,Meerut,Bhojpur,Swachh Bharat,3237000,679247,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Modinagar Rural,Jal Jeevan Mission,1973786,1967344,2024-2025,Road Construction
Uttar Pradesh,Noida,Modinagar Rural,Swachh Bharat,1924671,573259,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,PMAY-G,2067644,1353385,2022-2023,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,PMAY-G,3843210,2073742,2022-2023,Road Construction
Uttar Pradesh,Hapur,Pilkhuwa,Jal Jeevan Mission,1700688,1658441,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Modinagar Rural,NRLM,1671181,781408,2022-2023,Road Construction
Uttar Pradesh,Noida,Modinagar Rural,NRLM,1310095,388077,2024-2025,Housing
Uttar Pradesh,Meerut,Chhapraula,PMAY-G,3102768,3033082,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,1325584,438713,2022-2023,Sanitation
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,2887379,1458558,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,PMAY-G,2092703,1313724,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,3727049,602747,2024-2025,Road Construction
Uttar Pradesh,Noida,Dhaulana,PMAY-G,1291174,337566,2024-2025,Water Supply
Uttar Pradesh,Hapur,Dadri,Swachh Bharat,4521666,1780152,2023-2024,Livelihood
Uttar Pradesh,Hapur,Garhmukteshwar,MGNREGA,909011,908654,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Chhapraula,PMAY-G,3054161,2522251,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Muradnagar Village,PMAY-G,1273889,646474,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,NRLM,2432743,2253877,2023-2024,Water Supply
Uttar Pradesh,Noida,Dadri,PMAY-G,4649926,2271154,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Modinagar Rural,Swachh Bharat,4192419,3203725,2022-2023,Livelihood
Uttar Pradesh,Meerut,Pilkhuwa,NRLM,2004625,683378,2024-2025,Sanitation
Uttar Pradesh,Hapur,Loni Dehat,MGNREGA,4321976,253480,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,Jal Jeevan Mission,3748762,448999,2024-2025,Sanitation
Uttar Pradesh,Hapur,Noorpur,NRLM,1119839,962276,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Dasna,Jal Jeevan Mission,856826,258925,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,Jal Jeevan Mission,534499,315772,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Chhapraula,PMAY-G,4896395,967289,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Swachh Bharat,1946721,1508647,2024-2025,Water Supply
Uttar Pradesh,Noida,Dasna,NRLM,2512610,1299664,2023-2024,Road Construction
Uttar Pradesh,Noida,Dhaulana,MGNREGA,836921,276909,2024-2025,Sanitation
Uttar Pradesh,Meerut,Loni Dehat,Swachh Bharat,1618827,481791,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Garhmukteshwar,NRLM,3959698,640718,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Dasna,PMAY-G,586309,214145,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,MGNREGA,3379191,626650,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Pilkhuwa,NRLM,1519039,860875,2022-2023,Road Construction
Uttar Pradesh,Noida,Dasna,MGNREGA,2466472,1085277,2022-2023,Livelihood
Uttar Pradesh,Hapur,Sikandrabad,NRLM,2743505,2290654,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Dasna,PMAY-G,3070834,1636859,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Chhapraula,Jal Jeevan Mission,1460630,1270353,2022-2023,Livelihood
Uttar Pradesh,Meerut,Kavi Nagar,Swachh Bharat,3352863,2682655,2024-2025,Road Construction
Uttar Pradesh,Meerut,Khoda,Swachh Bharat,3196337,1112554,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,3767768,1265092,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,PMAY-G,4441588,3478821,2022-2023,Housing
Uttar Pradesh,Meerut,Behrampur,Jal Jeevan Mission,2160067,628739,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Pilkhuwa,Swachh Bharat,4723013,2557047,2023-2024,Sanitation
Uttar Pradesh,Hapur,Chhapraula,Jal Jeevan Mission,1153016,555883,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Dhaulana,Swachh Bharat,4060445,1759499,2024-2025,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,2484435,1488044,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Modinagar Rural,PMAY-G,2219829,1148694,2023-2024,Housing
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,2280373,1926413,2022-2023,Housing
Uttar Pradesh,Hapur,Dasna,MGNREGA,1085965,449037,2023-2024,Housing
Uttar Pradesh,Meerut,Pilkhuwa,MGNREGA,1748285,1504524,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,3430999,2872461,2023-2024,Water Supply
Uttar Pradesh,Meerut,Pilkhuwa,NRLM,2846576,1223864,2024-2025,Livelihood
Uttar Pradesh,Hapur,Noorpur,MGNREGA,2776476,1648280,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Swachh Bharat,3073778,990877,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Khoda,PMAY-G,3702125,1863632,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Dasna,Jal Jeevan Mission,4348187,3675303,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,PMAY-G,4048894,1628824,2022-2023,Road Construction
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,1030768,233706,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Behrampur,PMAY-G,1812085,1661111,2023-2024,Housing
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,1076349,726950,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Muradnagar Village,MGNREGA,1479146,370932,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Garhmukteshwar,NRLM,3814459,3355295,2022-2023,Road Construction
Uttar Pradesh,Meerut,Dadri,NRLM,3459931,3150677,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Dhaulana,MGNREGA,971905,251872,2022-2023,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,MGNREGA,2714808,1188828,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Muradnagar Village,Swachh Bharat,2673352,805867,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Loni Dehat,PMAY-G,2753942,2076138,2023-2024,Road Construction
Uttar Pradesh,Meerut,Kavi Nagar,NRLM,3673017,2932212,2024-2025,Livelihood
Uttar Pradesh,Meerut,Loni Dehat,Swachh Bharat,983960,805499,2024-2025,Road Construction
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,2324905,1426408,2022-2023,Sanitation
Uttar Pradesh,Meerut,Loni Dehat,NRLM,1895521,927949,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dadri,Jal Jeevan Mission,2863659,1229448,2024-2025,Sanitation
Uttar Pradesh,Noida,Dasna,Jal Jeevan Mission,2124723,359499,2023-2024,Housing
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,4912531,461709,2024-2025,Livelihood
Uttar Pradesh,Hapur,Noorpur,MGNREGA,2302574,1375650,2024-2025,Livelihood
Uttar Pradesh,Meerut,Modinagar Rural,Jal Jeevan Mission,953531,600911,2024-2025,Road Construction
Uttar Pradesh,Noida,Chhapraula,PMAY-G,2263236,1162791,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Chhapraula,Jal Jeevan Mission,3450010,1666627,2022-2023,Housing
Uttar Pradesh,Hapur,Bhojpur,Swachh Bharat,2220707,1325062,2024-2025,Road Construction
Uttar Pradesh,Hapur,Pilkhuwa,MGNREGA,4094938,3516652,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Khoda,MGNREGA,1656761,480982,2023-2024,Housing
Uttar Pradesh,Noida,Chhapraula,NRLM,4268361,2546510,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Sikandrabad,Swachh Bharat,1564753,312430,2022-2023,Housing
Uttar Pradesh,Hapur,Bhojpur,PMAY-G,2670113,848899,2022-2023,Housing
Uttar Pradesh,Meerut,Muradnagar Village,Swachh Bharat,2502812,1206483,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,3330045,877366,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dadri,NRLM,2328011,1605497,2022-2023,Livelihood
Uttar Pradesh,Noida,Dasna,Jal Jeevan Mission,4780951,4728661,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dasna,MGNREGA,4195085,1222247,2022-2023,Water Supply
Uttar Pradesh,Noida,Behrampur,PMAY-G,3770809,1218964,2024-2025,Water Supply
Uttar Pradesh,Meerut,Khoda,PMAY-G,542487,458344,2022-2023,Road Construction
Uttar Pradesh,Meerut,Muradnagar Village,PMAY-G,3950221,3404898,2022-2023,Road Construction
Uttar Pradesh,Hapur,Muradnagar Village,PMAY-G,766031,509877,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,4275680,3568160,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,Swachh Bharat,4094740,3753000,2024-2025,Housing
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,2330506,1852964,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,2654707,1993200,2023-2024,Water Supply
Uttar Pradesh,Hapur,Chhapraula,NRLM,2154102,764981,2024-2025,Road Construction
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,3358059,1540177,2022-2023,Water Supply
Uttar Pradesh,Noida,Bhojpur,Swachh Bharat,2355599,1829931,2024-2025,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,Jal Jeevan Mission,3980729,1040438,2024-2025,Sanitation
Uttar Pradesh,Noida,Behrampur,NRLM,4158014,888165,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,4203853,1077873,2022-2023,Housing
Uttar Pradesh,Noida,Modinagar Rural,NRLM,1979621,1033764,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,3338751,466432,2024-2025,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,Jal Jeevan Mission,762214,568219,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,2401403,1282233,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Sikandrabad,Jal Jeevan Mission,3068169,1512607,2024-2025,Sanitation
Uttar Pradesh,Noida,Noorpur,MGNREGA,3628628,450040,2023-2024,Livelihood
Uttar Pradesh,Meerut,Kavi Nagar,NRLM,4648411,2381272,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,2033036,1349035,2023-2024,Road Construction
Uttar Pradesh,Meerut,Modinagar Rural,Swachh Bharat,2541197,2519251,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Modinagar Rural,Swachh Bharat,953244,315938,2022-2023,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,NRLM,2576066,321827,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Dasna,NRLM,2793828,885697,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Pilkhuwa,Jal Jeevan Mission,4224911,2652152,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Modinagar Rural,NRLM,3275752,249860,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Kavi Nagar,Jal Jeevan Mission,2642230,2441488,2022-2023,Livelihood
Uttar Pradesh,Hapur,Loni Dehat,Swachh Bharat,4167283,2547931,2023-2024,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,NRLM,4584076,1551838,2023-2024,Livelihood
Uttar Pradesh,Noida,Dasna,Swachh Bharat,4080543,2220414,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dhaulana,Jal Jeevan Mission,3800026,421967,2023-2024,Water Supply
Uttar Pradesh,Noida,Behrampur,Swachh Bharat,751554,713756,2022-2023,Housing
Uttar Pradesh,Meerut,Noorpur,Jal Jeevan Mission,3335277,3085922,2022-2023,Sanitation
Uttar Pradesh,Hapur,Sikandrabad,PMAY-G,4553704,3942913,2024-2025,Housing
Uttar Pradesh,Hapur,Garhmukteshwar,PMAY-G,3203056,1332562,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dadri,MGNREGA,4477158,784328,2022-2023,Water Supply
Uttar Pradesh,Meerut,Muradnagar Village,Jal Jeevan Mission,4020565,831283,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Chhapraula,MGNREGA,4433451,326437,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Khoda,PMAY-G,3021696,593898,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Bhojpur,MGNREGA,1213785,851550,2023-2024,Road Construction
Uttar Pradesh,Meerut,Loni Dehat,Jal Jeevan Mission,1000032,520932,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Sikandrabad,PMAY-G,1801027,1108197,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Modinagar Rural,PMAY-G,2060694,1315287,2023-2024,Water Supply
Uttar Pradesh,Hapur,Pilkhuwa,Swachh Bharat,4010400,3210268,2023-2024,Water Supply
Uttar Pradesh,Noida,Loni Dehat,PMAY-G,3314936,2090753,2023-2024,Sanitation
Uttar Pradesh,Noida,Noorpur,NRLM,1972987,1561577,2023-2024,Housing
Uttar Pradesh,Hapur,Dhaulana,Swachh Bharat,3812440,239475,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Modinagar Rural,Swachh Bharat,2733058,2070618,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Chhapraula,Swachh Bharat,3088505,1982400,2024-2025,Water Supply
Uttar Pradesh,Hapur,Behrampur,Jal Jeevan Mission,2166794,1131129,2024-2025,Livelihood
Uttar Pradesh,Meerut,Dadri,NRLM,2105845,963863,2024-2025,Livelihood
Uttar Pradesh,Meerut,Loni Dehat,PMAY-G,4452744,1393851,2023-2024,Sanitation
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,4297159,2817791,2023-2024,Housing
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,588109,426558,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Muradnagar Village,MGNREGA,4664064,209285,2023-2024,Livelihood
Uttar Pradesh,Hapur,Behrampur,PMAY-G,4119482,3829892,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Modinagar Rural,MGNREGA,2185624,536182,2022-2023,Livelihood
Uttar Pradesh,Meerut,Chhapraula,Jal Jeevan Mission,1506744,1403160,2024-2025,Livelihood
Uttar Pradesh,Meerut,Muradnagar Village,MGNREGA,3697090,2975452,2022-2023,Housing
Uttar Pradesh,Meerut,Loni Dehat,Jal Jeevan Mission,1569056,705250,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Muradnagar Village,Swachh Bharat,3386592,2726441,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dasna,Swachh Bharat,2614652,2208146,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Sikandrabad,Swachh Bharat,1001408,943594,2023-2024,Road Construction
Uttar Pradesh,Meerut,Behrampur,PMAY-G,3145847,1159363,2024-2025,Livelihood
Uttar Pradesh,Noida,Muradnagar Village,Swachh Bharat,2339563,1826223,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Chhapraula,NRLM,2777450,315946,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Dasna,NRLM,4859147,795313,2024-2025,Water Supply
Uttar Pradesh,Noida,Dasna,Swachh Bharat,4326398,4175351,2024-2025,Livelihood
Uttar Pradesh,Hapur,Kavi Nagar,NRLM,3910582,1044041,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,Jal Jeevan Mission,2830467,721117,2024-2025,Road Construction
Uttar Pradesh,Hapur,Bhojpur,Jal Jeevan Mission,1472935,731968,2022-2023,Water Supply
Uttar Pradesh,Noida,Muradnagar Village,MGNREGA,2299856,2060016,2022-2023,Housing
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,4378478,1969339,2023-2024,Livelihood
Uttar Pradesh,Noida,Behrampur,Swachh Bharat,1229735,687795,2022-2023,Housing
Uttar Pradesh,Meerut,Noorpur,MGNREGA,662455,653429,2023-2024,Water Supply
Uttar Pradesh,Noida,Sikandrabad,Swachh Bharat,2026927,1694830,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Sikandrabad,PMAY-G,1202891,355624,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Loni Dehat,Jal Jeevan Mission,2464121,1704749,2022-2023,Sanitation
Uttar Pradesh,Hapur,Sikandrabad,NRLM,2525875,1453991,2022-2023,Sanitation
Uttar Pradesh,Meerut,Chhapraula,NRLM,4328331,3291602,2023-2024,Livelihood
Uttar Pradesh,Noida,Dadri,Swachh Bharat,593571,223917,2023-2024,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,NRLM,4509387,2376741,2023-2024,Livelihood
Uttar Pradesh,Hapur,Loni Dehat,MGNREGA,2155445,812209,2024-2025,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,2168514,858343,2024-2025,Housing
Uttar Pradesh,Meerut,Modinagar Rural,Swachh Bharat,4574254,4142554,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Loni Dehat,MGNREGA,4534740,3611694,2023-2024,Water Supply
Uttar Pradesh,Hapur,Noorpur,MGNREGA,707281,265241,2023-2024,Water Supply
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,3072129,643861,2024-2025,Livelihood
Uttar Pradesh,Meerut,Pilkhuwa,MGNREGA,3855245,2195242,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Khoda,MGNREGA,2587343,2531696,2023-2024,Livelihood
Uttar Pradesh,Noida,Behrampur,Swachh Bharat,1800824,504343,2022-2023,Livelihood
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,3922848,1280707,2023-2024,Sanitation
Uttar Pradesh,Noida,Kavi Nagar,PMAY-G,4290867,4244290,2023-2024,Road Construction
Uttar Pradesh,Hapur,Garhmukteshwar,Swachh Bharat,3249637,2775111,2023-2024,Water Supply
Uttar Pradesh,Meerut,Loni Dehat,MGNREGA,2615120,1261093,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,Swachh Bharat,948907,765115,2023-2024,Livelihood
Uttar Pradesh,Meerut,Behrampur,Swachh Bharat,2556891,2101725,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Dadri,Swachh Bharat,4806741,3679887,2024-2025,Water Supply
Uttar Pradesh,Meerut,Dadri,Jal Jeevan Mission,4427723,3953451,2023-2024,Housing
Uttar Pradesh,Hapur,Behrampur,PMAY-G,3198338,2935902,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,NRLM,3256379,2005818,2023-2024,Housing
Uttar Pradesh,Meerut,Dadri,Jal Jeevan Mission,1560550,978148,2024-2025,Housing
Uttar Pradesh,Noida,Dasna,MGNREGA,4061646,1466855,2024-2025,Road Construction
Uttar Pradesh,Hapur,Pilkhuwa,NRLM,4019139,3807088,2023-2024,Sanitation
Uttar Pradesh,Meerut,Behrampur,Jal Jeevan Mission,3498655,1573778,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Muradnagar Village,Jal Jeevan Mission,751208,525105,2023-2024,Housing
Uttar Pradesh,Meerut,Chhapraula,Swachh Bharat,2285270,1203253,2024-2025,Livelihood
Uttar Pradesh,Meerut,Dadri,NRLM,4477281,826072,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,NRLM,1639028,601929,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Dasna,NRLM,1334606,943256,2022-2023,Livelihood
Uttar Pradesh,Hapur,Dasna,NRLM,4141759,4056065,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,MGNREGA,1184925,1048117,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dhaulana,NRLM,2545552,2391941,2022-2023,Road Construction
Uttar Pradesh,Noida,Bhojpur,PMAY-G,3906166,3478964,2023-2024,Housing
Uttar Pradesh,Noida,Behrampur,NRLM,514396,394561,2023-2024,Livelihood
Uttar Pradesh,Noida,Modinagar Rural,PMAY-G,4375418,416619,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Jal Jeevan Mission,1574657,819981,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Loni Dehat,MGNREGA,505989,312818,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Muradnagar Village,Jal Jeevan Mission,3884085,1124797,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,3516908,230752,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,3385091,2570334,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Muradnagar Village,PMAY-G,1293849,1213095,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,PMAY-G,3011445,1486414,2023-2024,Sanitation
Uttar Pradesh,Hapur,Bhojpur,NRLM,3721201,1945517,2024-2025,Livelihood
Uttar Pradesh,Hapur,Modinagar Rural,MGNREGA,1221173,263928,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,PMAY-G,1282861,1201528,2024-2025,Housing
Uttar Pradesh,Hapur,Dhaulana,PMAY-G,862978,343016,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,3728829,720415,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,989709,572060,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Khoda,MGNREGA,4893804,4530059,2024-2025,Housing
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,693983,285399,2024-2025,Road Construction
Uttar Pradesh,Meerut,Dasna,Swachh Bharat,4428590,3765787,2024-2025,Sanitation
Uttar Pradesh,Noida,Muradnagar Village,PMAY-G,1556319,505500,2022-2023,Housing
Uttar Pradesh,Hapur,Noorpur,MGNREGA,1487608,245677,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Bhojpur,MGNREGA,555404,433389,2023-2024,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,Swachh Bharat,3425443,947740,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,MGNREGA,2124751,1659793,2023-2024,Sanitation
